,Year_Birth,Age,Income,Kidhome,Teenhome,TotalChildHome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntAllProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,Date_enrol,20-30 ans,30-40 ans,40-50 ans,50-60 ans,60-70 ans,70-80 ans,80-90 ans,2n Cycle,Basic,Graduation,Master,PhD,Divorced,Married,Single,Together,Widow,Relationship,Single,1940-1944,1945-1949,1950-1954,1955-1959,1960-1964,1965-1969,1970-1974,1975-1979,1980-1984,1985-1989,1990-1994,1995+
0,-1.017788778324468,1.0177887783244726,0.2964549797964402,-0.8312412623852214,-0.9340335668035971,-1.2772180313437758,0.3093297278769419,0.9789208501207338,1.5541847852371096,1.740798202048382,2.4698707860721574,1.4807959949009777,0.8802253424111243,1.6830643905037455,0.35858288087644596,1.4944332938401104,2.698208080432566,-0.5565560541487242,0.6839793294578006,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,2.359219446917524,-1.5711859441824458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1.2751345788864505,1.2751345788864552,-0.2651932810641108,1.0278985599484285,0.8981437083289152,1.3922591641567261,-0.38175485015885197,-0.8730474162723082,-0.6358555389892453,-0.7270553235593877,-0.6481752493311262,-0.6332294927086197,-0.736869060234012,-0.9593885354431935,-0.17278594550214812,-1.1644451604977708,-0.5909712842656099,-1.1758952708090482,-0.14099751091599078,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,1.4586543656571624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.33153331015918086,0.33153331015918525,0.9381550234708446,-0.8312412623852214,-0.9340335668035971,-1.2772180313437758,-0.7964055969803283,0.3586301967935771,0.5724425709287436,-0.17407332985838747,1.3510425027803907,-0.1472466219937697,-0.026925176145903385,0.285389603886528,-0.7041547718807422,1.4944332938401104,-0.22550691041025694,1.301461595832248,-0.5534859311028865,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,-0.024324254173129313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.2983234267333756,-1.2983234267333719,-1.2032420721808763,1.0278985599484285,-0.9340335668035971,0.0575205664064751,-0.7964055969803283,-0.8730474162723082,-0.560336907119371,-0.6630739358584455,-0.5014436711945012,-0.5846312056371347,-0.7565897236809038,-0.9161786133836838,-0.17278594550214812,-0.7846053813066449,-0.9564356581209628,-0.5565560541487242,0.2714909092709049,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,1.4882188562748973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,1.0409776261713932,-1.0409776261713892,0.3038363161058675,1.0278985599484285,-0.9340335668035971,0.0575205664064751,1.553281968341371,-0.3922479624971915,0.421405307188995,-0.2152042219518503,0.15884843042031185,-0.0014517607793146947,-0.5593830892119848,-0.30293010415448857,1.421320533633634,0.35491395626673267,0.13995746344509594,0.06278316251159986,-0.14099751091599078,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,1.3570357144886673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,-0.15996944311785913,0.15996944311786346,0.5047991498205975,-0.8312412623852214,0.8981437083289152,0.0575205664064751,-1.1419478859982253,0.6376125958976572,0.3962324298990369,-0.3066062043817677,-0.6848581438652825,0.3630353922568228,-0.5791037526588767,0.18567439913381334,-0.17278594550214812,0.7347537354578586,0.5054218373004489,1.301461595832248,0.2714909092709049,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,-0.011250509578352146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.18315829096478436,-0.18315829096478017,0.17725830378033378,-0.8312412623852214,0.8981437083289152,0.0575205664064751,-0.5199717657660108,-0.20823829500301105,0.9752086075680733,-0.004979662363040272,0.23221421948862442,0.5331293970070203,-0.32273512784928193,-0.02372753084688747,0.88995170725504,1.1145935146489845,0.13995746344509594,0.37245277084176187,0.2714909092709049,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,-1.4665959874242285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,1.3841053602540365,-1.3841053602540327,-0.8790347328609992,1.0278985599484285,-0.9340335668035971,0.0575205664064751,-0.5890802235695901,-0.6801340551896996,-0.4092996433796224,-0.49855036748459425,-0.6298338020640482,-0.6332294927086197,-0.4016177816368496,-0.7233958841951021,-0.17278594550214812,-0.024925822924393194,-0.9564356581209628,-0.5565560541487242,1.0964677496446962,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,-0.02670129864490698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,0.440504091526767,-0.44050409152676284,-1.0268043236232758,1.0278985599484285,-0.9340335668035971,0.0575205664064751,-1.0382851992928561,-0.8641437226838801,-0.6610284162792034,-0.6447935393724621,-0.6298338020640482,-0.5846312056371347,-0.8157517140215795,-0.9278120539381672,-0.7041547718807422,-0.4047656021155191,-0.9564356581209628,-1.1758952708090482,1.5089561698315919,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,2.359219446917524,-0.05626578926264171,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,-1.618262312969094,1.6182623129690987,-2.203198845247677,1.0278985599484285,0.8981437083289152,1.3922591641567261,0.6548720168948389,-0.822593152604549,-0.6610284162792034,-0.7270553235593877,-0.6665166965982045,-0.6332294927086197,-0.5988244161057686,-0.9228262937005315,-0.7041547718807422,-1.1644451604977708,-0.9564356581209628,-1.7952344874693722,6.046328791887444,-0.26501058085755186,-0.11356419064487447,3.5388103662031702,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,1.3858573787089714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1.212541493212715,-1.212541493212711,0.01592854836434357,1.0278985599484285,-0.9340335668035971,0.0575205664064751,-1.3147190305071736,-0.8908548034491643,-0.5351640298294129,-0.7270553235593877,-0.6848581438652825,-0.6089303491728772,-0.8354723774684715,-0.9726838960768888,-0.7041547718807422,-1.1644451604977708,-0.9564356581209628,-1.1758952708090482,0.6839793294578006,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,0.019353937995785313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0.6120679585680887,-0.6120679585680847,-2.1150037817311653,-0.8312412623852214,-0.9340335668035971,-1.2772180313437758,0.3438839567787316,-0.887886905586355,-0.25826237963987375,-0.7042048279519084,-0.483102223927423,-0.6332294927086197,-0.5396624257650929,-0.9028832527499885,-0.7041547718807422,-0.7846053813066449,-0.9564356581209628,-0.8662256624788862,1.0964677496446962,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,-1.4665959874242285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,-0.8462249112831461,0.8462249112831507,0.5295623426006115,-0.8312412623852214,-0.9340335668035971,-1.2772180313437758,1.1386312215198946,-0.3299221073781949,0.8745170984082409,1.4391716600296547,3.441967491227299,2.063975439758798,-0.2635731375086062,0.8271755497096112,-0.7041547718807422,-0.4047656021155191,0.5054218373004489,0.6821223791719239,-1.3784627714766777,-0.26501058085755186,-0.11356419064487447,-0.28258083833774655,-0.28959302287169486,-0.27749634125386713,-0.09691229071151929,-0.42386900519430953,0.019353937995785313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
